state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm),days to heading from 1/1
New Mexico,Clovis (Dryl.),3 replications,CI1442,1,297,55.7,40,129
New Mexico,Clovis (Dryl.),3 replications,CI13996,2,468,60.5,38,121
New Mexico,Clovis (Dryl.),3 replications,PI495594,3,605,72.6,30,117
New Mexico,Clovis (Dryl.),3 replications,OK88767-11,4,629,65.5,34,119
New Mexico,Clovis (Dryl.),3 replications,OK88767-02,5,179,33.3,27,122
New Mexico,Clovis (Dryl.),3 replications,OK90604,6,209,34.3,26,119
New Mexico,Clovis (Dryl.),3 replications,OK90649,7,373,65.4,33,119
New Mexico,Clovis (Dryl.),3 replications,OK91783,8,557,68,30,120
New Mexico,Clovis (Dryl.),3 replications,HBZ374C,9,280,52.5,30,119
New Mexico,Clovis (Dryl.),3 replications,TX90D9277,10,605,69.5,37,121
New Mexico,Clovis (Dryl.),3 replications,TX89A7137,11,477,54.3,31,117
New Mexico,Clovis (Dryl.),3 replications,TX91V4931,12,468,66.6,33,118
New Mexico,Clovis (Dryl.),3 replications,TX90V8410,13,468,66.7,27,121
New Mexico,Clovis (Dryl.),3 replications,TX90V7911,14,374,67,26,122
New Mexico,Clovis (Dryl.),3 replications,TX91V3308,15,210,40.1,22,117
New Mexico,Clovis (Dryl.),3 replications,TX89A7141,16,522,68.9,30,122
New Mexico,Clovis (Dryl.),3 replications,TX90V6313,17,424,68.6,31,124
New Mexico,Clovis (Dryl.),3 replications,TX92V4135,18,305,37.2,27,124
New Mexico,Clovis (Dryl.),3 replications,HBE0726-1,19,336,60.8,30,123
New Mexico,Clovis (Dryl.),3 replications,CO880169,20,426,65.5,29,120
New Mexico,Clovis (Dryl.),3 replications,CO880210,21,462,65.4,36,120
New Mexico,Clovis (Dryl.),3 replications,CO910927,22,261,47.2,27,116
New Mexico,Clovis (Dryl.),3 replications,KS92PO59E,23,688,65.9,37,122
New Mexico,Clovis (Dryl.),3 replications,KS92PO263-137,24,429,69.3,27,123
New Mexico,Clovis (Dryl.),3 replications,KS92PO363-134,25,585,70,38,122
New Mexico,Clovis (Dryl.),3 replications,KS92PO425-155,26,440,63.6,31,117
New Mexico,Clovis (Dryl.),3 replications,KS84063-9-39-3,27,546,62.1,34,122
New Mexico,Clovis (Dryl.),3 replications,KS93U206,28,645,61,30,119
New Mexico,Clovis (Dryl.),3 replications,N87V106,29,264,49.8,28,123
New Mexico,Clovis (Dryl.),3 replications,NE90479,30,658,70.4,43,119
New Mexico,Clovis (Dryl.),3 replications,NE90524,31,406,67.1,32,118
New Mexico,Clovis (Dryl.),3 replications,NE91608,32,364,65.8,33,118
New Mexico,Clovis (Dryl.),3 replications,NE91635,33,287,35.9,29,120
New Mexico,Clovis (Dryl.),3 replications,NE91651,34,354,61.9,29,120
New Mexico,Clovis (Dryl.),3 replications,XH1520,35,579,55.7,35,123
New Mexico,Clovis (Dryl.),3 replications,XH1529,36,457,58.4,28,116
New Mexico,Clovis (Dryl.),3 replications,XH1689,37,661,70,34,120
New Mexico,Clovis (Dryl.),3 replications,XH1693,38,631,63.5,31,122
New Mexico,Clovis (Dryl.),3 replications,XH1706,39,539,71.7,36,117
New Mexico,Clovis (Dryl.),3 replications,WI89-273-13,40,961,71.5,32,123
New Mexico,Clovis (Dryl.),3 replications,WI89-189-14,41,649,70.8,29,118
New Mexico,Clovis (Dryl.),3 replications,T4731,42,589,64.6,33,119
New Mexico,Clovis (Dryl.),3 replications,T4732,43,410,61,31,123
New Mexico,Clovis (Dryl.),3 replications,T81,44,333,61.9,30,120
New Mexico,Clovis (Dryl.),3 replications,T83,45,315,58.3,30,120
