state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm),days to heading from 1/1
South Dakota,Brookings,3 replications,CI1442,1,2031,76.2,84,170
South Dakota,Brookings,3 replications,CI13996,2,1923,75.7,69,165
South Dakota,Brookings,3 replications,PI495594,3,1594,72.9,62,164
South Dakota,Brookings,3 replications,HBZ374C,4,2044,75.2,58,166
South Dakota,Brookings,3 replications,OK91P648,5,2074,73.6,52,167
South Dakota,Brookings,3 replications,OK93P735,6,2446,76,53,167
South Dakota,Brookings,3 replications,OK93P656,7,2020,76,56,165
South Dakota,Brookings,3 replications,OK93P727,8,2033,77,52,166
South Dakota,Brookings,3 replications,TX91D6913,9,2154,72.8,59,168
South Dakota,Brookings,3 replications,TX91D6991,10,2251,74.3,56,166
South Dakota,Brookings,3 replications,TX90V6313,11,2004,74.8,53,165
South Dakota,Brookings,3 replications,TX92V4135,12,1370,75.3,53,165
South Dakota,Brookings,3 replications,HBE0726-1,13,2044,74.6,58,168
South Dakota,Brookings,3 replications,TX92V3108,14,1816,78.6,55,165
South Dakota,Brookings,3 replications,HBI0531-A2,15,1448,73.8,52,168
South Dakota,Brookings,3 replications,TX93V5919,16,1403,75.2,48,167
South Dakota,Brookings,3 replications,TX93V5922,17,641,71.6,52,166
South Dakota,Brookings,3 replications,TX93V4927,18,1251,74.6,49,168
South Dakota,Brookings,3 replications,TX92V2519,19,1119,73,47,167
South Dakota,Brookings,3 replications,CO890323,20,2105,75.8,64,165
South Dakota,Brookings,3 replications,CO900166,21,1253,73.6,57,166
South Dakota,Brookings,3 replications,KS92PO263-137,22,1854,75.7,60,165
South Dakota,Brookings,3 replications,KS93U206,23,2349,76,60,163
South Dakota,Brookings,3 replications,KS91H153-2,24,2089,74.4,61,164
South Dakota,Brookings,3 replications,N93L058,25,2280,74.2,61,165
South Dakota,Brookings,3 replications,NE91651,26,2004,74,60,165
South Dakota,Brookings,3 replications,NE90476,27,2271,75.7,59,165
South Dakota,Brookings,3 replications,NE92458,28,1661,76,58,166
South Dakota,Brookings,3 replications,NE92614,29,1751,74.7,63,167
South Dakota,Brookings,3 replications,NE92646,30,1439,73.6,57,170
South Dakota,Brookings,3 replications,XH1706,31,1473,73.8,44,164
South Dakota,Brookings,3 replications,XH1752,32,2329,76.4,63,164
South Dakota,Brookings,3 replications,XH1778,33,2172,76.8,56,167
South Dakota,Brookings,3 replications,XH1798,34,2766,77.1,57,163
South Dakota,Brookings,3 replications,W91-091,35,1585,74.6,58,164
South Dakota,Brookings,3 replications,W91-287,36,1426,74.3,52,165
South Dakota,Brookings,3 replications,AP 7501,37,2109,74.2,54,167
South Dakota,Brookings,3 replications,WX92-0408,38,2199,75.6,52,166
South Dakota,Brookings,3 replications,WI89-163W,39,1141,72.8,51,167
South Dakota,Brookings,3 replications,WI90-540W,40,1199,70.2,51,164
South Dakota,Brookings,3 replications,W88-2619W,41,1502,73.3,48,169
South Dakota,Brookings,3 replications,T702,42,1796,73.9,53,166
South Dakota,Brookings,3 replications,T834,43,1527,74.1,56,166
South Dakota,Brookings,3 replications,T812,44,1845,75.9,58,165
South Dakota,Brookings,3 replications,T861,45,1244,74.2,52,164
