state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm)
Oklahoma,Altus,3 replications ,CI1442,1,2044,75.1,108
Oklahoma,Altus,3 replications ,CI13996,2,3153,78.3,97
Oklahoma,Altus,3 replications ,PI495594,3,4294,78.3,75
Oklahoma,Altus,3 replications ,OK88767-11,4,4810,79.9,77
Oklahoma,Altus,3 replications ,OK88767-02,5,4170,79.6,77
Oklahoma,Altus,3 replications ,OK90604,6,4761,79.7,83
Oklahoma,Altus,3 replications ,OK90649,7,4576,79.3,83
Oklahoma,Altus,3 replications ,OK91783,8,4713,78,88
Oklahoma,Altus,3 replications ,HBZ374C,9,4436,78,78
Oklahoma,Altus,3 replications ,TX90D9277,10,4593,78.2,80
Oklahoma,Altus,3 replications ,TX89A7137,11,4625,78.7,75
Oklahoma,Altus,3 replications ,TX91V4931,12,4758,82.2,82
Oklahoma,Altus,3 replications ,TX90V8410,13,4463,79.1,80
Oklahoma,Altus,3 replications ,TX90V7911,14,4708,76.8,80
Oklahoma,Altus,3 replications ,TX91V3308,15,5157,76.1,77
Oklahoma,Altus,3 replications ,TX89A7141,16,4692,77.8,77
Oklahoma,Altus,3 replications ,TX90V6313,17,4675,79.9,78
Oklahoma,Altus,3 replications ,TX92V4135,18,4726,79.2,75
Oklahoma,Altus,3 replications ,HBE0726-1,19,4886,74.3,68
Oklahoma,Altus,3 replications ,CO880169,20,4132,75.2,82
Oklahoma,Altus,3 replications ,CO880210,21,4256,75.9,75
Oklahoma,Altus,3 replications ,CO910927,22,4100,74.7,75
Oklahoma,Altus,3 replications ,KS92PO59E,23,4871,72.6,77
Oklahoma,Altus,3 replications ,KS92PO263-137,24,4551,76.6,73
Oklahoma,Altus,3 replications ,KS92PO363-134,25,4930,75.2,77
Oklahoma,Altus,3 replications ,KS92PO425-155,26,4634,72.2,65
Oklahoma,Altus,3 replications ,KS84063-9-39-3,27,5637,79.1,87
Oklahoma,Altus,3 replications ,KS93U206,28,4903,78.7,83
Oklahoma,Altus,3 replications ,N87V106,29,4637,77.1,83
Oklahoma,Altus,3 replications ,NE90479,30,4460,79.3,93
Oklahoma,Altus,3 replications ,NE90524,31,4452,79.1,85
Oklahoma,Altus,3 replications ,NE91608,32,3892,78.6,88
Oklahoma,Altus,3 replications ,NE91635,33,3498,76.1,87
Oklahoma,Altus,3 replications ,NE91651,34,4967,78.9,82
Oklahoma,Altus,3 replications ,XH1520,35,4953,79.5,80
Oklahoma,Altus,3 replications ,XH1529,36,4999,80.8,77
Oklahoma,Altus,3 replications ,XH1689,37,4680,78.7,83
Oklahoma,Altus,3 replications ,XH1693,38,5248,79.7,85
Oklahoma,Altus,3 replications ,XH1706,39,4846,77.5,80
Oklahoma,Altus,3 replications ,WI89-273-13,40,5157,80.2,75
Oklahoma,Altus,3 replications ,WI89-189-14,41,4503,80.6,72
Oklahoma,Altus,3 replications ,T4731,42,4339,75.7,75
Oklahoma,Altus,3 replications ,T4732,43,4186,73.9,78
Oklahoma,Altus,3 replications ,T81,44,5003,80,82
Oklahoma,Altus,3 replications ,T83,45,4821,77.4,82
