state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm),days to heading from 1/1
New Mexico,Clovis (Dryl.),3 replications,CI1442,1,275,44.6,36,129
New Mexico,Clovis (Dryl.),3 replications,CI13996,2,291,51.9,32,121
New Mexico,Clovis (Dryl.),3 replications,PI495594,3,194,36.9,25,123
New Mexico,Clovis (Dryl.),3 replications,HBZ374C,4,88,14.2,21,129
New Mexico,Clovis (Dryl.),3 replications,OK91P648,5,206,28.8,23,124
New Mexico,Clovis (Dryl.),3 replications,OK93P735,6,384,62.7,25,125
New Mexico,Clovis (Dryl.),3 replications,OK93P656,7,208,38.3,24,123
New Mexico,Clovis (Dryl.),3 replications,OK93P727,8,174,31.2,27,125
New Mexico,Clovis (Dryl.),3 replications,TX91D6913,9,389,62.8,27,123
New Mexico,Clovis (Dryl.),3 replications,TX91D6991,10,143,27.3,23,126
New Mexico,Clovis (Dryl.),3 replications,TX90V6313,11,227,41.9,24,128
New Mexico,Clovis (Dryl.),3 replications,TX92V4135,12,152,26.3,23,125
New Mexico,Clovis (Dryl.),3 replications,HBE0726-1,13,197,37.8,24,125
New Mexico,Clovis (Dryl.),3 replications,TX92V3108,14,149,27.6,26,124
New Mexico,Clovis (Dryl.),3 replications,HBI0531-A2,15,219,41,23,124
New Mexico,Clovis (Dryl.),3 replications,TX93V5919,16,207,34.3,23,128
New Mexico,Clovis (Dryl.),3 replications,TX93V5922,17,273,48.1,31,124
New Mexico,Clovis (Dryl.),3 replications,TX93V4927,18,211,37.5,19,119
New Mexico,Clovis (Dryl.),3 replications,TX92V2519,19,191,36.4,23,119
New Mexico,Clovis (Dryl.),3 replications,CO890323,20,257,44.8,23,122
New Mexico,Clovis (Dryl.),3 replications,CO900166,21,341,61.5,28,126
New Mexico,Clovis (Dryl.),3 replications,KS92PO263-137,22,226,51.1,26,129
New Mexico,Clovis (Dryl.),3 replications,KS93U206,23,1522,25.4,25,122
New Mexico,Clovis (Dryl.),3 replications,KS91H153-2,24,116,20.1,19,127
New Mexico,Clovis (Dryl.),3 replications,N93L058,25,142,27.2,21,126
New Mexico,Clovis (Dryl.),3 replications,NE91651,26,218,40.2,27,124
New Mexico,Clovis (Dryl.),3 replications,NE90476,27,117,22.4,21,128
New Mexico,Clovis (Dryl.),3 replications,NE92458,28,180,33.4,26,127
New Mexico,Clovis (Dryl.),3 replications,NE92614,29,299,53.4,29,128
New Mexico,Clovis (Dryl.),3 replications,NE92646,30,167,31.7,22,125
New Mexico,Clovis (Dryl.),3 replications,XH1706,31,309,55.3,25,123
New Mexico,Clovis (Dryl.),3 replications,XH1752,32,254,20.3,25,123
New Mexico,Clovis (Dryl.),3 replications,XH1778,33,126,21.2,23,124
New Mexico,Clovis (Dryl.),3 replications,XH1798,34,150,27.9,24,123
New Mexico,Clovis (Dryl.),3 replications,W91-091,35,145,26.8,22,124
New Mexico,Clovis (Dryl.),3 replications,W91-287,36,140,25.8,24,127
New Mexico,Clovis (Dryl.),3 replications,AP 7501,37,113,20.5,25,120
New Mexico,Clovis (Dryl.),3 replications,WX92-0408,38,167,30.2,29,122
New Mexico,Clovis (Dryl.),3 replications,WI89-163W,39,249,45.5,24,127
New Mexico,Clovis (Dryl.),3 replications,WI90-540W,40,56,9.3,20,128
New Mexico,Clovis (Dryl.),3 replications,W88-2619W,41,197,35.6,25,129
New Mexico,Clovis (Dryl.),3 replications,T702,42,471,69.1,27,123
New Mexico,Clovis (Dryl.),3 replications,T834,43,186,32.3,25,123
New Mexico,Clovis (Dryl.),3 replications,T812,44,151,28.6,25,124
New Mexico,Clovis (Dryl.),3 replications,T861,45,100,18.6,25,123
