state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm),days to heading from 1/1
Colorado,Akron,3 replications,CI1442,1,2410,72.2,120,164
Colorado,Akron,3 replications,CI13996,2,1861,70.3,95,157
Colorado,Akron,3 replications,PI495594,3,3969,70.5,90,155
Colorado,Akron,3 replications,HBZ374C,4,4550,72.3,100,157
Colorado,Akron,3 replications,OK91P648,5,6210,66.9,85,157
Colorado,Akron,3 replications,OK93P735,6,4899,75.6,85,157
Colorado,Akron,3 replications,OK93P656,7,5148,74.5,85,155
Colorado,Akron,3 replications,OK93P727,8,4723,73.7,80,155
Colorado,Akron,3 replications,TX91D6913,9,5891,70.4,85,157
Colorado,Akron,3 replications,TX91D6991,10,5875,68.4,80,157
Colorado,Akron,3 replications,TX90V6313,11,3461,70.3,85,157
Colorado,Akron,3 replications,TX92V4135,12,4680,72,80,157
Colorado,Akron,3 replications,HBE0726-1,13,5865,69.3,90,164
Colorado,Akron,3 replications,TX92V3108,14,4760,73.1,90,155
Colorado,Akron,3 replications,HBI0531-A2,15,4990,69.6,85,160
Colorado,Akron,3 replications,TX93V5919,16,5468,74.1,95,158
Colorado,Akron,3 replications,TX93V5922,17,5145,73.6,85,156
Colorado,Akron,3 replications,TX93V4927,18,4320,71,70,161
Colorado,Akron,3 replications,TX92V2519,19,4169,70.3,75,156
Colorado,Akron,3 replications,CO890323,20,4023,71.4,90,155
Colorado,Akron,3 replications,CO900166,21,4789,72.4,80,157
Colorado,Akron,3 replications,KS92PO263-137,22,4744,72.6,85,157
Colorado,Akron,3 replications,KS93U206,23,4331,73,80,155
Colorado,Akron,3 replications,KS91H153-2,24,3687,74.8,75,159
Colorado,Akron,3 replications,N93L058,25,4399,68.6,75,157
Colorado,Akron,3 replications,NE91651,26,4657,69.7,90,155
Colorado,Akron,3 replications,NE90476,27,4798,71.8,90,157
Colorado,Akron,3 replications,NE92458,28,5410,71,95,157
Colorado,Akron,3 replications,NE92614,29,4626,71.8,110,158
Colorado,Akron,3 replications,NE92646,30,5765,72.8,100,156
Colorado,Akron,3 replications,XH1706,31,4602,72.5,90,155
Colorado,Akron,3 replications,XH1752,32,5223,75,100,157
Colorado,Akron,3 replications,XH1778,33,4128,74.3,75,155
Colorado,Akron,3 replications,XH1798,34,4585,73.2,90,155
Colorado,Akron,3 replications,W91-091,35,5561,73.1,80,157
Colorado,Akron,3 replications,W91-287,36,4829,71.2,85,157
Colorado,Akron,3 replications,AP 7501,37,6450,74,90,157
Colorado,Akron,3 replications,WX92-0408,38,5701,74.7,90,155
Colorado,Akron,3 replications,WI89-163W,39,4632,75,85,158
Colorado,Akron,3 replications,WI90-540W,40,3594,69.8,70,157
Colorado,Akron,3 replications,W88-2619W,41,5303,71.2,85,157
Colorado,Akron,3 replications,T702,42,5607,74.4,85,158
Colorado,Akron,3 replications,T834,43,5380,73,90,159
Colorado,Akron,3 replications,T812,44,5381,73.5,85,155
Colorado,Akron,3 replications,T861,45,3414,71.7,85,155
Colorado,Akron,3 replications,YUMA,46,4147,69.1,95,155
Colorado,Akron,3 replications,AKRON,47,5150,71.1,95,157
Colorado,Akron,3 replications,LAMAR,48,4829,75.1,115,157
Colorado,Akron,3 replications,HALT,49,4137,66.5,90,156
Colorado,Akron,3 replications,NE84557,50,3553,71,95,158
