state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm)
Nebraska,Sidney,3 replications,CI1442,1,3257,80.9,102
Nebraska,Sidney,3 replications,CI13996,2,3816,82.8,105
Nebraska,Sidney,3 replications,PI495594,3,4857,79.1,85
Nebraska,Sidney,3 replications,KS93U206,4,4646,82.2,86
Nebraska,Sidney,3 replications,OK91P648,5,3968,79.1,76
Nebraska,Sidney,3 replications,OK93P735,6,3773,81.8,86
Nebraska,Sidney,3 replications,OK93P634,7,3424,81.4,79
Nebraska,Sidney,3 replications,OK92403,8,3619,81.5,84
Nebraska,Sidney,3 replications,TX91D6913,9,4409,81.3,89
Nebraska,Sidney,3 replications,TX91D6991,10,4213,80.4,76
Nebraska,Sidney,3 replications,TX92V3108,11,3370,84.1,83
Nebraska,Sidney,3 replications,HBI0531-A2,12,4339,82.9,100
Nebraska,Sidney,3 replications,TX93V5919,13,4404,83.5,84
Nebraska,Sidney,3 replications,TX93V5922,14,3378,84,84
Nebraska,Sidney,3 replications,TX93V4927,15,4184,80.9,79
Nebraska,Sidney,3 replications,TX92V2519,16,3985,80,77
Nebraska,Sidney,3 replications,TXGH12588-105,17,4604,80.5,83
Nebraska,Sidney,3 replications,CO910424,18,4489,82.7,85
Nebraska,Sidney,3 replications,CO910748,19,4775,81.3,93
Nebraska,Sidney,3 replications,KS91H153-2,20,4283,82.6,83
Nebraska,Sidney,3 replications,KS941064-3,21,2121,80.5,81
Nebraska,Sidney,3 replications,KS941064-6,22,2334,80.6,79
Nebraska,Sidney,3 replications,KS940935-7-2-1,23,3023,82.4,84
Nebraska,Sidney,3 replications,KS940935-125-5-2,24,2962,80.2,84
Nebraska,Sidney,3 replications,KS85W663-11-6-MB,25,2616,82.4,84
Nebraska,Sidney,3 replications,KS84W063-9-39-3-MB,26,4300,81.1,91
Nebraska,Sidney,3 replications,NE90476,27,2955,78.9,83
Nebraska,Sidney,3 replications,NE92458,28,3764,82.2,81
Nebraska,Sidney,3 replications,NE92646,29,4567,80.4,84
Nebraska,Sidney,3 replications,NE93405,30,3681,82.9,99
Nebraska,Sidney,3 replications,NE93427,31,3813,82.3,88
Nebraska,Sidney,3 replications,WX92-0408,32,3697,80.5,77
Nebraska,Sidney,3 replications,W93-460,33,4875,81.9,90
Nebraska,Sidney,3 replications,T702,34,4909,83.1,83
Nebraska,Sidney,3 replications,T834,35,5112,80.1,88
Nebraska,Sidney,3 replications,T812,36,4694,82.2,84
Nebraska,Sidney,3 replications,T861,37,3621,80.1,84
Nebraska,Sidney,3 replications,T89,38,4267,79.6,84
Nebraska,Sidney,3 replications,G1878,39,3749,83.7,84
