state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm),days to heading from 1/1
Kansas,Manhattan,3 replication,CI1442,1,905,75.9,105,143
Kansas,Manhattan,3 replication,CI13996,2,2712,77.1,105,139
Kansas,Manhattan,3 replication,PI495594,3,4695,78.1,95,133
Kansas,Manhattan,3 replication,KS93U206,4,4870,78,98,135
Kansas,Manhattan,3 replication,OK91P648,5,5057,76.4,83,136
Kansas,Manhattan,3 replication,OK93P735,6,4082,78.1,85,136
Kansas,Manhattan,3 replication,OK93P634,7,4625,79.2,85,137
Kansas,Manhattan,3 replication,OK92403,8,4647,80.2,85,135
Kansas,Manhattan,3 replication,TX91D6913,9,5100,74.5,93,137
Kansas,Manhattan,3 replication,TX91D6991,10,5096,75.9,88,136
Kansas,Manhattan,3 replication,TX92V3108,11,5209,80.9,92,134
Kansas,Manhattan,3 replication,HBI0531-A2,12,5492,77.5,85,137
Kansas,Manhattan,3 replication,TX93V5919,13,4270,75,87,137
Kansas,Manhattan,3 replication,TX93V5922,14,3237,77.9,78,137
Kansas,Manhattan,3 replication,TX93V4927,15,4174,78.7,80,140
Kansas,Manhattan,3 replication,TX92V2519,16,4091,77.1,82,140
Kansas,Manhattan,3 replication,TXGH12588-105,17,4964,78.3,95,134
Kansas,Manhattan,3 replication,CO910424,18,4661,76.8,98,136
Kansas,Manhattan,3 replication,CO910748,19,3472,79.3,93,140
Kansas,Manhattan,3 replication,KS91H153-2,20,4492,79.7,95,137
Kansas,Manhattan,3 replication,KS941064-3,21,5140,76.1,90,136
Kansas,Manhattan,3 replication,KS941064-6,22,4787,76.4,87,136
Kansas,Manhattan,3 replication,KS940935-7-2-1,23,4608,79.9,90,136
Kansas,Manhattan,3 replication,KS940935-125-5-2,24,5510,70.3,95,135
Kansas,Manhattan,3 replication,KS85W663-11-6-MB,25,4591,79.1,85,138
Kansas,Manhattan,3 replication,KS84W063-9-39-3-MB,26,4984,78.6,97,138
Kansas,Manhattan,3 replication,NE90476,27,4569,77.3,100,137
Kansas,Manhattan,3 replication,NE92458,28,5079,79.4,102,136
Kansas,Manhattan,3 replication,NE92646,29,4565,77.9,97,139
Kansas,Manhattan,3 replication,NE93405,30,4878,79.7,100,136
Kansas,Manhattan,3 replication,NE93427,31,5427,80.2,100,136
Kansas,Manhattan,3 replication,WX92-0408,32,5572,79,90,137
Kansas,Manhattan,3 replication,W93-460,33,5045,78,95,140
Kansas,Manhattan,3 replication,T702,34,4845,77.4,90,136
Kansas,Manhattan,3 replication,T834,35,4678,78.4,97,138
Kansas,Manhattan,3 replication,T812,36,4662,78.8,92,133
Kansas,Manhattan,3 replication,T861,37,4714,79.7,95,133
Kansas,Manhattan,3 replication,T89,38,4407,76.3,98,134
Kansas,Manhattan,3 replication,G1878,39,5082,81,100,137
