state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm),days to heading from 1/1
Texas,Bushland (Dryl.),3 replications,CI1442,1,540,74.7,49,123
Texas,Bushland (Dryl.),3 replications,CI13996,2,785,74.7,44,124
Texas,Bushland (Dryl.),3 replications,PI495594,3,1067,74,41,119
Texas,Bushland (Dryl.),3 replications,KS93U206,4,1018,73.9,42,119
Texas,Bushland (Dryl.),3 replications,OK91P648,5,670,70.6,36,124
Texas,Bushland (Dryl.),3 replications,OK93P735,6,693,74.4,38,123
Texas,Bushland (Dryl.),3 replications,OK93P634,7,455,74.2,37,124
Texas,Bushland (Dryl.),3 replications,OK92403,8,675,73.9,39,120
Texas,Bushland (Dryl.),3 replications,TX91D6913,9,652,71.9,37,125
Texas,Bushland (Dryl.),3 replications,TX91D6991,10,659,71.2,36,121
Texas,Bushland (Dryl.),3 replications,TX92V3108,11,652,76.9,35,123
Texas,Bushland (Dryl.),3 replications,HBI0531-A2,12,697,70.7,37,125
Texas,Bushland (Dryl.),3 replications,TX93V5919,13,953,73.4,34,124
Texas,Bushland (Dryl.),3 replications,TX93V5922,14,549,74.4,40,124
Texas,Bushland (Dryl.),3 replications,TX93V4927,15,419,75.7,31,126
Texas,Bushland (Dryl.),3 replications,TX92V2519,16,525,73,35,125
Texas,Bushland (Dryl.),3 replications,TXGH12588-105,17,798,72.6,38,122
Texas,Bushland (Dryl.),3 replications,CO910424,18,681,75.7,41,122
Texas,Bushland (Dryl.),3 replications,CO910748,19,646,73.4,37,125
Texas,Bushland (Dryl.),3 replications,KS91H153-2,20,686,74.4,35,124
Texas,Bushland (Dryl.),3 replications,KS941064-3,21,758,70.2,37,122
Texas,Bushland (Dryl.),3 replications,KS941064-6,22,500,71,36,123
Texas,Bushland (Dryl.),3 replications,KS940935-7-2-1,23,495,73,36,122
Texas,Bushland (Dryl.),3 replications,KS940935-125-5-2,24,740,72.6,37,122
Texas,Bushland (Dryl.),3 replications,KS85W663-11-6-MB,25,648,73.9,35,125
Texas,Bushland (Dryl.),3 replications,KS84W063-9-39-3-MB,26,451,70.8,38,126
Texas,Bushland (Dryl.),3 replications,NE90476,27,753,72.8,39,124
Texas,Bushland (Dryl.),3 replications,NE92458,28,847,74.9,41,121
Texas,Bushland (Dryl.),3 replications,NE92646,29,639,75.1,38,125
Texas,Bushland (Dryl.),3 replications,NE93405,30,648,76,39,124
Texas,Bushland (Dryl.),3 replications,NE93427,31,621,75.6,38,124
Texas,Bushland (Dryl.),3 replications,WX92-0408,32,693,74.7,36,124
Texas,Bushland (Dryl.),3 replications,W93-460,33,540,75.2,35,125
Texas,Bushland (Dryl.),3 replications,T702,34,989,74.4,40,123
Texas,Bushland (Dryl.),3 replications,T834,35,935,73,44,124
Texas,Bushland (Dryl.),3 replications,T812,36,670,74.8,36,121
Texas,Bushland (Dryl.),3 replications,T861,37,876,72.5,40,120
Texas,Bushland (Dryl.),3 replications,T89,38,628,73.1,36,120
Texas,Bushland (Dryl.),3 replications,G1878,39,534,76,40,123
