state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm),days to heading from 1/1
New Mexico,Clovis (Dryl.),3 replications,CI1442,1,3400,73.1,79,128
New Mexico,Clovis (Dryl.),3 replications,CI13996,2,2806,73.2,69,120
New Mexico,Clovis (Dryl.),3 replications,PI495594,3,2856,72.7,60,121
New Mexico,Clovis (Dryl.),3 replications,OK93617,4,3155,72.8,61,128
New Mexico,Clovis (Dryl.),3 replications,OK94P549,5,4154,72.5,65,122
New Mexico,Clovis (Dryl.),3 replications,OK94P461,6,3392,73.4,63,121
New Mexico,Clovis (Dryl.),3 replications,TX91D6825,7,3251,73.1,65,125
New Mexico,Clovis (Dryl.),3 replications,TX91D6856,8,2948,70,58,125
New Mexico,Clovis (Dryl.),3 replications,HBG0358,9,3446,71.6,67,127
New Mexico,Clovis (Dryl.),3 replications,TX94V2327,10,2561,68.9,65,126
New Mexico,Clovis (Dryl.),3 replications,TX94V3329,11,3385,72.8,59,120
New Mexico,Clovis (Dryl.),3 replications,TX95V4926,12,3277,71.8,64,121
New Mexico,Clovis (Dryl.),3 replications,TX95V4933,13,3369,70.3,63,126
New Mexico,Clovis (Dryl.),3 replications,TX95V5332,14,2937,71.6,64,126
New Mexico,Clovis (Dryl.),3 replications,TX94V2130,15,3006,74.4,62,121
New Mexico,Clovis (Dryl.),3 replications,CO910424,16,3320,73.1,66,122
New Mexico,Clovis (Dryl.),3 replications,CO920696,17,3266,72.4,64,121
New Mexico,Clovis (Dryl.),3 replications,CO940700,18,3320,73.4,65,122
New Mexico,Clovis (Dryl.),3 replications,KS94H147,19,3178,75.3,64,127
New Mexico,Clovis (Dryl.),3 replications,KS941064-6,20,2986,71.3,65,121
New Mexico,Clovis (Dryl.),3 replications,KS940935-125-5-2,21,3431,72.9,67,121
New Mexico,Clovis (Dryl.),3 replications,KS85W663-11-6-MB,22,3209,73.2,64,123
New Mexico,Clovis (Dryl.),3 replications,KS84W063-9-39-3-MB,23,3174,73.7,66,121
New Mexico,Clovis (Dryl.),3 replications,N95L158,24,2791,70.1,57,121
New Mexico,Clovis (Dryl.),3 replications,NE93405,25,2841,72.7,70,122
New Mexico,Clovis (Dryl.),3 replications,NE93427,26,3002,73.9,65,123
New Mexico,Clovis (Dryl.),3 replications,NE93496,27,3086,71.8,72,124
New Mexico,Clovis (Dryl.),3 replications,NE94632,28,3006,72,67,120
New Mexico,Clovis (Dryl.),3 replications,W94-042,29,3446,73.7,62,125
New Mexico,Clovis (Dryl.),3 replications,W94-137,30,3132,74,61,121
New Mexico,Clovis (Dryl.),3 replications,W94-320,31,3239,71.4,69,123
New Mexico,Clovis (Dryl.),3 replications,W94-245,32,3415,72.8,62,120
New Mexico,Clovis (Dryl.),3 replications,W94-435,33,3262,72.1,60,122
New Mexico,Clovis (Dryl.),3 replications,WX94-3504,34,2611,71.9,61,121
New Mexico,Clovis (Dryl.),3 replications,WX94-1604,35,3182,69,66,118
New Mexico,Clovis (Dryl.),3 replications,XH1877,36,3653,72.3,63,126
New Mexico,Clovis (Dryl.),3 replications,XH1881,37,3936,72.8,69,126
New Mexico,Clovis (Dryl.),3 replications,WX95-2401,38,3526,75.2,64,127
New Mexico,Clovis (Dryl.),3 replications,T89,39,2650,71,60,117
New Mexico,Clovis (Dryl.),3 replications,T86,40,2818,72.4,71,121
New Mexico,Clovis (Dryl.),3 replications,T93,41,2726,71.6,61,126
New Mexico,Clovis (Dryl.),3 replications,T94,42,3507,75,71,121
New Mexico,Clovis (Dryl.),3 replications,G1594,43,2734,72.7,72,127
New Mexico,Clovis (Dryl.),3 replications,G1720,44,3170,73.1,65,123
New Mexico,Clovis (Dryl.),3 replications,G12017,45,3446,69.1,68,125
