state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm),days to heading from 1/1
South Dakota,Pierre,3 replications,CI1442,1,1585,78.2,111,165
South Dakota,Pierre,3 replications,CI13996,2,1042,76.4,106,160
South Dakota,Pierre,3 replications,PI495594,3,3064,76.3,96,158
South Dakota,Pierre,3 replications,HBZ374C,4,4434,80.3,97,160
South Dakota,Pierre,3 replications,OK91P648,5,3712,75.4,86,158
South Dakota,Pierre,3 replications,OK93P735,6,3475,78,89,160
South Dakota,Pierre,3 replications,OK93P656,7,3499,78.6,91,158
South Dakota,Pierre,3 replications,OK93P727,8,2531,79,87,160
South Dakota,Pierre,3 replications,TX91D6913,9,3827,75.4,90,160
South Dakota,Pierre,3 replications,TX91D6991,10,4042,72.7,90,160
South Dakota,Pierre,3 replications,TX90V6313,11,3371,76.2,87,160
South Dakota,Pierre,3 replications,TX92V4135,12,3726,78.9,89,159
South Dakota,Pierre,3 replications,HBE0726-1,13,4093,77.7,89,161
South Dakota,Pierre,3 replications,TX92V3108,14,3535,80.5,93,158
South Dakota,Pierre,3 replications,HBI0531-A2,15,3887,73.7,86,160
South Dakota,Pierre,3 replications,TX93V5919,16,2011,75.8,80,161
South Dakota,Pierre,3 replications,TX93V5922,17,924,74.8,80,160
South Dakota,Pierre,3 replications,TX93V4927,18,2831,77.6,81,160
South Dakota,Pierre,3 replications,TX92V2519,19,2726,76,87,160
South Dakota,Pierre,3 replications,CO890323,20,3403,80.7,98,159
South Dakota,Pierre,3 replications,CO900166,21,2892,78.1,91,159
South Dakota,Pierre,3 replications,KS92PO263-137,22,4069,78.7,99,161
South Dakota,Pierre,3 replications,KS93U206,23,3714,78,100,158
South Dakota,Pierre,3 replications,KS91H153-2,24,3549,79.8,93,158
South Dakota,Pierre,3 replications,N93L058,25,3667,74.9,94,159
South Dakota,Pierre,3 replications,NE91651,26,3499,76.2,103,159
South Dakota,Pierre,3 replications,NE90476,27,2531,72.3,97,159
South Dakota,Pierre,3 replications,NE92458,28,3150,78.3,97,160
South Dakota,Pierre,3 replications,NE92614,29,2892,78.2,106,160
South Dakota,Pierre,3 replications,NE92646,30,4152,78.2,97,160
South Dakota,Pierre,3 replications,XH1706,31,3640,75.5,103,158
South Dakota,Pierre,3 replications,XH1752,32,2457,75.8,104,159
South Dakota,Pierre,3 replications,XH1778,33,3035,75.8,87,159
South Dakota,Pierre,3 replications,XH1798,34,3627,76.9,95,158
South Dakota,Pierre,3 replications,W91-091,35,3141,78.7,80,157
South Dakota,Pierre,3 replications,W91-287,36,33611,77.1,8,159
South Dakota,Pierre,3 replications,AP 7501,37,4405,76.3,90,160
South Dakota,Pierre,3 replications,WX92-0408,38,4757,78.4,94,159
South Dakota,Pierre,3 replications,WI89-163W,39,3490,78.7,85,159
South Dakota,Pierre,3 replications,WI90-540W,40,3804,76.4,89,158
South Dakota,Pierre,3 replications,W88-2619W,41,3416,77.4,88,160
South Dakota,Pierre,3 replications,T702,42,3930,79.6,87,160
South Dakota,Pierre,3 replications,T834,43,2957,74.8,97,159
South Dakota,Pierre,3 replications,T812,44,3746,76.5,91,158
South Dakota,Pierre,3 replications,T861,45,4779,77.9,98,157
