state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm),days to heading from 1/1
Kansas,Garden City,3 replications,CI1442,1,1332,65.4,73,138
Kansas,Garden City,3 replications,CI13996,2,2141,73.2,71,133
Kansas,Garden City,3 replications,PI495594,3,2287,73.2,56,129
Kansas,Garden City,3 replications,OK88W833,4,2112,73,57,128
Kansas,Garden City,3 replications,OK89499,5,2118,73.2,54,134
Kansas,Garden City,3 replications,OK89399,6,1961,71.5,53,131
Kansas,Garden City,3 replications,OK89421,7,2562,75.6,62,129
Kansas,Garden City,3 replications,TX88V4636,8,2192,73.1,60,131
Kansas,Garden City,3 replications,TX84V1418HF,9,1827,73.3,61,129
Kansas,Garden City,3 replications,TX88V5440,10,1901,71.4,59,128
Kansas,Garden City,3 replications,TX88V4635,11,2118,72.2,60,131
Kansas,Garden City,3 replications,TX87V1613,12,1876,73.9,63,130
Kansas,Garden City,3 replications,TX88V4524,13,1890,75.3,56,131
Kansas,Garden City,3 replications,TX89V4138,14,2300,74.6,64,132
Kansas,Garden City,3 replications,TX88V5433,15,2260,72.4,61,128
Kansas,Garden City,3 replications,TX88A6480,16,2349,73.7,58,129
Kansas,Garden City,3 replications,TX88A6533,17,2195,75.6,58,133
Kansas,Garden City,3 replications,C0860086,18,2199,69.1,58,135
Kansas,Garden City,3 replications,C0860094,19,1715,64.2,59,137
Kansas,Garden City,3 replications,C0860235,20,1847,67,59,136
Kansas,Garden City,3 replications,C0870449,21,2042,71.5,61,132
Kansas,Garden City,3 replications,KSSB-369-7,22,1966,74.1,58,130
Kansas,Garden City,3 replications,KS831374-142,23,2524,73.3,62,128
Kansas,Garden City,3 replications,KS84170E-8-3,24,1872,74.1,61,133
Kansas,Garden City,3 replications,HBC302E,25,1979,75.1,62,132
Kansas,Garden City,3 replications,KS87H325-2,26,2123,74.9,59,129
Kansas,Garden City,3 replications,KS89H48-1,27,2468,75.2,64,130
Kansas,Garden City,3 replications,KS89H50-4,28,2374,75.2,65,130
Kansas,Garden City,3 replications,N87V106,29,1701,72,58,133
Kansas,Garden City,3 replications,NE88595,30,2369,72.8,61,133
Kansas,Garden City,3 replications,NE88427,31,2269,73.1,59,132
Kansas,Garden City,3 replications,NE88584,32,2446,73.6,70,132
Kansas,Garden City,3 replications,NE88588,33,2168,75.5,68,131
Kansas,Garden City,3 replications,XH1319,34,2118,73.2,64,130
Kansas,Garden City,3 replications,XH1436,35,2242,72,62,131
Kansas,Garden City,3 replications,XH1437,36,2179,75.3,65,131
Kansas,Garden City,3 replications,XH1497,37,2618,74.6,61,129
Kansas,Garden City,3 replications,W87-018,38,1766,72.1,52,132
Kansas,Garden City,3 replications,WI88-181,39,1636,74,54,131
Kansas,Garden City,3 replications,WI88-028,40,1553,69.9,48,136
Kansas,Garden City,3 replications,T13,41,2174,71,58,133
Kansas,Garden City,3 replications,T67,42,2217,74.8,64,130
Kansas,Garden City,3 replications,T21-3,43,1970,69.1,67,130
Kansas,Garden City,3 replications,TH901,44,2177,73.8,63,129
Kansas,Garden City,3 replications,TH902,45,1849,73.1,63,129
