state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm),days to heading from 1/1
Kansas,Hays,3 replications,CI1442,1,2080,71,103,145
Kansas,Hays,3 replications,CI13996,2,3183,80.1,102,137
Kansas,Hays,3 replications,PI495594,3,3508,79,80,132
Kansas,Hays,3 replications,OK88767-11,4,3849,79.7,78,133
Kansas,Hays,3 replications,OK88767-02,5,3685,80,81,133
Kansas,Hays,3 replications,OK90604,6,3535,78.6,80,134
Kansas,Hays,3 replications,OK90649,7,3006,77.6,85,133
Kansas,Hays,3 replications,OK91783,8,2831,78.7,85,133
Kanas,Hays,3 replications,HBZ374C,9,3602,81,83,134
Kansas,Hays,3 replications,TX90D9277,10,3109,77.6,77,136
Kansas,Hays,3 replications,TX89A7137,11,3255,78.7,81,132
Kansas,Hays,3 replications,TX91V4931,12,4046,82.1,76,135
Kansas,Hays,3 replications,TX90V8410,13,3909,79.4,79,136
Kansas,Hays,3 replications,TX90V7911,14,3674,78.3,81,136
Kansas,Hays,3 replications,TX91V3308,15,2488,76.4,80,136
Kansas,Hays,3 replications,TX89A7141,16,3230,79.3,81,132
Kansas,Hays,3 replications,TX90V6313,17,3584,81.6,75,134
Kansas,Hays,3 replications,TX92V4135,18,3773,80.5,80,132
Kansas,Hays,3 replications,HBE0726-1,19,4230,77.7,78,136
Kansas,Hays,3 replications,CO880169,20,3842,78.7,83,136
Kansas,Hays,3 replications,CO880210,21,4315,79.2,80,135
Kansas,Hays,3 replications,CO910927,22,3537,79.7,81,133
Kansas,Hays,3 replications,KS92PO59E,23,4165,76,81,135
Kansas,Hays,3 replications,KS92PO263-137,24,3259,80.5,79,134
Kansas,Hays,3 replications,KS92PO363-134,25,1787,73.8,80,135
Kansas,Hays,3 replications,KS92PO425-155,26,3708,75.2,75,138
Kansas,Hays,3 replications,KS84063-9-39-3,27,2910,78.3,83,132
Kansas,Hays,3 replications,KS93U206,28,4203,79.8,85,131
Kansas,Hays,3 replications,N87V106,29,3132,77.4,85,134
Kansas,Hays,3 replications,NE90479,30,3033,80.1,82,136
Kansas,Hays,3 replications,NE90524,31,2984,79.6,93,136
Kansas,Hays,3 replications,NE91608,32,2320,77.2,88,136
Kansas,Hays,3 replications,NE91635,33,1459,75.4,83,133
Kansas,Hays,3 replications,NE91651,34,2762,75,81,133
Kansas,Hays,3 replications,XH1520,35,3824,78.4,85,135
Kansas,Hays,3 replications,XH1529,36,3730,80,77,131
Kansas,Hays,3 replications,XH1689,37,4226,77.8,84,136
Kansas,Hays,3 replications,XH1693,38,4412,82.6,85,132
Kansas,Hays,3 replications,XH1706,39,4425,79.2,81,132
Kansas,Hays,3 replications,WI89-273-13,40,4308,80.1,75,134
Kansas,Hays,3 replications,WI89-189-14,41,3981,82.2,72,131
Kansas,Hays,3 replications,T4731,42,2156,74.9,79,135
Kansas,Hays,3 replications,T4732,43,2304,75.9,80,135
Kansas,Hays,3 replications,T81,44,4145,80.4,79,133
Kansas,Hays,3 replications,T83,45,3824,78.4,85,135
