state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm),days to heading from 1/1
Oklahoma,Stillwater,3 replications,CI1442,1,1853,75.6,100,.
Oklahoma,Stillwater,3 replications,CI13996,2,2361,75.3,92,126
Oklahoma,Stillwater,3 replications,PI495594,3,3412,74.2,75,115
Oklahoma,Stillwater,3 replications,OK88767-11,4,3652,76.5,68,112
Oklahoma,Stillwater,3 replications,OK88767-02,5,3683,77.9,72,113
Oklahoma,Stillwater,3 replications,OK90604,6,3453,76.5,70,113
Oklahoma,Stillwater,3 replications,OK90649,7,4104,78.2,75,113
Oklahoma,Stillwater,3 replications,OK91783,8,3838,76.2,75,112
Oklahoma,Stillwater,3 replications,HBZ374C,9,4536,77.8,70,114
Oklahoma,Stillwater,3 replications,TX90D9277,10,4014,74.2,73,114
Oklahoma,Stillwater,3 replications,TX89A7137,11,3519,74.7,70,113
Oklahoma,Stillwater,3 replications,TX91V4931,12,3538,78.7,68,114
Oklahoma,Stillwater,3 replications,TX90V8410,13,3312,72.4,68,116
Oklahoma,Stillwater,3 replications,TX90V7911,14,3292,72.2,77,124
Oklahoma,Stillwater,3 replications,TX91V3308,15,4396,73.4,77,114
Oklahoma,Stillwater,3 replications,TX89A7141,16,3631,74.3,68,113
Oklahoma,Stillwater,3 replications,TX90V6313,17,3778,74,62,113
Oklahoma,Stillwater,3 replications,TX92V4135,18,4225,77.5,70,112
Oklahoma,Stillwater,3 replications,HBE0726-1,19,4510,72,73,116
Oklahoma,Stillwater,3 replications,CO880169,20,3327,73.8,68,115
Oklahoma,Stillwater,3 replications,CO880210,21,3541,75.7,73,115
Oklahoma,Stillwater,3 replications,CO910927,22,3166,72.1,67,113
Oklahoma,Stillwater,3 replications,KS92PO59E,23,4569,72.8,73,115
Oklahoma,Stillwater,3 replications,KS92PO263-137,24,4490,75.7,77,115
Oklahoma,Stillwater,3 replications,KS92PO363-134,25,4394,74.4,73,115
Oklahoma,Stillwater,3 replications,KS92PO425-155,26,4299,73,68,116
Oklahoma,Stillwater,3 replications,KS84063-9-39-3,27,3905,75.5,73,112
Oklahoma,Stillwater,3 replications,KS93U206,28,4097,76.4,73,112
Oklahoma,Stillwater,3 replications,N87V106,29,2871,74,70,115
Oklahoma,Stillwater,3 replications,NE90479,30,3674,78.2,87,120
Oklahoma,Stillwater,3 replications,NE90524,31,3623,77,82,116
Oklahoma,Stillwater,3 replications,NE91608,32,3292,77.3,87,118
Oklahoma,Stillwater,3 replications,NE91635,33,3058,74.8,78,114
Oklahoma,Stillwater,3 replications,NE91651,34,3681,75.7,73,113
Oklahoma,Stillwater,3 replications,XH1520,35,4587,76.8,73,112
Oklahoma,Stillwater,3 replications,XH1529,36,4909,76.4,68,112
Oklahoma,Stillwater,3 replications,XH1689,37,4822,77.9,82,116
Oklahoma,Stillwater,3 replications,XH1693,38,4572,78.3,72,112
Oklahoma,Stillwater,3 replications,XH1706,39,4635,75.5,75,113
Oklahoma,Stillwater,3 replications,WI89-273-13,40,4058,75.7,72,114
Oklahoma,Stillwater,3 replications,WI89-189-14,41,3681,72.9,70,111
Oklahoma,Stillwater,3 replications,T4731,42,4039,70.3,770,114
Oklahoma,Stillwater,3 replications,T4732,43,4359,71,75,115
Oklahoma,Stillwater,3 replications,T81,44,4083,75.6,75,114
Oklahoma,Stillwater,3 replications,T83,45,4022,72.9,78,114
