state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm),days to heading from 1/1
Nebraska,Lincoln,3 replications,CI1442,1,2979,77.8,99,148
Nebraska,Lincoln,3 replications,CI13996,2,3600,77.9,99,143
Nebraska,Lincoln,3 replications,PI495594,3,3835,76.5,76,140
Nebraska,Lincoln,3 replications,OK88767-11,4,4116,79.1,71,141
Nebraska,Lincoln,3 replications,OK88767-02,5,3882,79.7,69,142
Nebraska,Lincoln,3 replications,OK90604,6,3896,77.5,71,142
Nebraska,Lincoln,3 replications,OK90649,7,3854,78.8,71,141
Nebraska,Lincoln,3 replications,OK91783,8,3628,76.2,79,141
Nebraska,Lincoln,3 replications,HBZ374C,9,3825,78.8,71,142
Nebraska,Lincoln,3 replications,TX90D9277,10,3352,76.6,64,143
Nebraska,Lincoln,3 replications,TX89A7137,11,4422,75.3,66,141
Nebraska,Lincoln,3 replications,TX91V4931,12,3285,81.3,69,143
Nebraska,Lincoln,3 replications,TX90V8410,13,3725,77,71,143
Nebraska,Lincoln,3 replications,TX90V7911,14,3618,77.3,74,143
Nebraska,Lincoln,3 replications,TX91V3308,15,3753,75.3,76,143
Nebraska,Lincoln,3 replications,TX89A7141,16,3954,75.6,71,141
Nebraska,Lincoln,3 replications,TX90V6313,17,3793,76.6,66,142
Nebraska,Lincoln,3 replications,TX92V4135,18,4187,78.2,66,139
Nebraska,Lincoln,3 replications,HBE0726-1,19,3788,76.5,64,142
Nebraska,Lincoln,3 replications,CO880169,20,3460,73.5,79,143
Nebraska,Lincoln,3 replications,CO880210,21,3610,76.4,74,143
Nebraska,Lincoln,3 replications,CO910927,22,3298,75.1,69,141
Nebraska,Lincoln,3 replications,KS92PO59E,23,4052,75.1,74,142
Nebraska,Lincoln,3 replications,KS92PO263-137,24,4016,76.6,76,141
Nebraska,Lincoln,3 replications,KS92PO363-134,25,4389,75.5,79,141
Nebraska,Lincoln,3 replications,KS92PO425-155,26,4316,73.7,71,143
Nebraska,Lincoln,3 replications,KS84063-9-39-3,27,3871,75.5,76,142
Nebraska,Lincoln,3 replications,KS93U206,28,3755,76.4,79,141
Nebraska,Lincoln,3 replications,N87V106,29,3930,77.7,74,142
Nebraska,Lincoln,3 replications,NE90479,30,4434,78.4,81,143
Nebraska,Lincoln,3 replications,NE90524,31,4151,77.4,86,143
Nebraska,Lincoln,3 replications,NE91608,32,3867,77.9,84,142
Nebraska,Lincoln,3 replications,NE91635,33,3844,76,79,142
Nebraska,Lincoln,3 replications,NE91651,34,3989,75.1,79,141
Nebraska,Lincoln,3 replications,XH1520,35,4090,75.7,76,141
Nebraska,Lincoln,3 replications,XH1529,36,4133,78.2,71,142
Nebraska,Lincoln,3 replications,XH1689,37,4672,76.9,79,143
Nebraska,Lincoln,3 replications,XH1693,38,4805,78.7,76,142
Nebraska,Lincoln,3 replications,XH1706,39,4146,76.6,79,142
Nebraska,Lincoln,3 replications,WI89-273-13,40,4760,78.8,66,143
Nebraska,Lincoln,3 replications,WI89-189-14,41,4690,78.6,66,139
Nebraska,Lincoln,3 replications,T4731,42,4502,73.5,76,143
Nebraska,Lincoln,3 replications,T4732,43,4351,73.5,76,143
Nebraska,Lincoln,3 replications,T81,44,4087,77.4,74,142
Nebraska,Lincoln,3 replications,T83,45,4484,77,79,143
