state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm),days to heading from 1/1
New Mexico,Clovis (Irr.),3 replications,CI1442,1,1233,68.8,62,112
New Mexico,Clovis (Irr.),3 replications,CI13996,2,2198,69.4,60,120
New Mexico,Clovis (Irr.),3 replications,PI495594,3,2726,69.3,60,113
New Mexico,Clovis (Irr.),3 replications,KS93U206,4,2048,67.9,57,113
New Mexico,Clovis (Irr.),3 replications,OK91P648,5,2117,67,49,116
New Mexico,Clovis (Irr.),3 replications,OK93P735,6,2554,70.6,54,113
New Mexico,Clovis (Irr.),3 replications,OK93P634,7,2179,69.5,52,120
New Mexico,Clovis (Irr.),3 replications,OK92403,8,2672,69.9,55,118
New Mexico,Clovis (Irr.),3 replications,TX91D6913,9,2079,66.4,51,116
New Mexico,Clovis (Irr.),3 replications,TX91D6991,10,2148,67.6,51,120
New Mexico,Clovis (Irr.),3 replications,TX92V3108,11,2389,69.4,58,119
New Mexico,Clovis (Irr.),3 replications,HBI0531-A2,12,2136,65.9,56,119
New Mexico,Clovis (Irr.),3 replications,TX93V5919,13,2117,69.2,55,114
New Mexico,Clovis (Irr.),3 replications,TX93V5922,14,2274,68.8,54,116
New Mexico,Clovis (Irr.),3 replications,TX93V4927,15,1826,67.1,48,122
New Mexico,Clovis (Irr.),3 replications,TX92V2519,16,2113,69.4,55,121
New Mexico,Clovis (Irr.),3 replications,TXGH12588-105,17,2198,67.3,58,118
New Mexico,Clovis (Irr.),3 replications,CO910424,18,2136,69.1,58,120
New Mexico,Clovis (Irr.),3 replications,CO910748,19,1692,67.1,49,120
New Mexico,Clovis (Irr.),3 replications,KS91H153-2,20,1570,68.6,46,120
New Mexico,Clovis (Irr.),3 replications,KS941064-3,21,1673,67.6,51,122
New Mexico,Clovis (Irr.),3 replications,KS941064-6,22,1987,67.2,53,116
New Mexico,Clovis (Irr.),3 replications,KS940935-7-2-1,23,2228,70.1,54,120
New Mexico,Clovis (Irr.),3 replications,KS940935-125-5-2,24,2477,68.1,58,120
New Mexico,Clovis (Irr.),3 replications,KS85W663-11-6-MB,25,1849,67.6,50,118
New Mexico,Clovis (Irr.),3 replications,KS84W063-9-39-3-MB,26,1562,69.1,53,116
New Mexico,Clovis (Irr.),3 replications,NE90476,27,2102,70.3,56,117
New Mexico,Clovis (Irr.),3 replications,NE92458,28,2795,69.1,57,118
New Mexico,Clovis (Irr.),3 replications,NE92646,29,2339,67.6,55,122
New Mexico,Clovis (Irr.),3 replications,NE93405,30,2684,71.6,65,120
New Mexico,Clovis (Irr.),3 replications,NE93427,31,2450,69.6,57,114
New Mexico,Clovis (Irr.),3 replications,WX92-0408,32,2140,69.4,53,122
New Mexico,Clovis (Irr.),3 replications,W93-460,33,2159,68.6,52,121
New Mexico,Clovis (Irr.),3 replications,T702,34,2175,67.7,55,114
New Mexico,Clovis (Irr.),3 replications,T834,35,2695,67.2,59,116
New Mexico,Clovis (Irr.),3 replications,T812,36,2274,68.1,57,116
New Mexico,Clovis (Irr.),3 replications,T861,37,2623,68.8,62,118
New Mexico,Clovis (Irr.),3 replications,T89,38,2320,67,55,116
New Mexico,Clovis (Irr.),3 replications,G1878,39,1983,69.2,54,117
