state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm),days to heading from 1/1
Montana,Bozeman,1 replication,CI1442,1,4499,80.1,114,176
Montana,Bozeman,1 replication,CI13996,2,4593,80.1,102,167
Montana,Bozeman,1 replication,PI495594,3,5064,76.9,76,167
Montana,Bozeman,1 replication,KS93U206,4,5131,77.7,79,166
Montana,Bozeman,1 replication,OK91P648,5,5145,76.8,74,168
Montana,Bozeman,1 replication,OK93P735,6,4573,80.6,76,168
Montana,Bozeman,1 replication,OK93P634,7,5454,80.2,74,167
Montana,Bozeman,1 replication,OK92403,8,4607,80.1,74,167
Montana,Bozeman,1 replication,TX91D6913,9,5784,74.4,81,168
Montana,Bozeman,1 replication,TX91D6991,10,5319,78.6,76,167
Montana,Bozeman,1 replication,TX92V3108,11,5313,83.1,79,167
Montana,Bozeman,1 replication,HBI0531-A2,12,6012,79.7,76,168
Montana,Bozeman,1 replication,TX93V5919,13,6274,80.6,84,167
Montana,Bozeman,1 replication,TX93V5922,14,5891,82.7,76,167
Montana,Bozeman,1 replication,TX93V4927,15,5172,81.4,74,168
Montana,Bozeman,1 replication,TX92V2519,16,5340,80.4,76,167
Montana,Bozeman,1 replication,TXGH12588-105,17,4903,79.1,76,167
Montana,Bozeman,1 replication,CO910424,18,6174,80.2,79,167
Montana,Bozeman,1 replication,CO910748,19,5595,78.4,79,167
Montana,Bozeman,1 replication,KS91H153-2,20,4963,81,76,166
Montana,Bozeman,1 replication,KS941064-3,21,5434,76.9,74,167
Montana,Bozeman,1 replication,KS941064-6,22,5393,75.7,74,168
Montana,Bozeman,1 replication,KS940935-7-2-1,23,4627,79.1,74,168
Montana,Bozeman,1 replication,KS940935-125-5-2,24,5185,78.7,79,167
Montana,Bozeman,1 replication,KS85W663-11-6-MB,25,4640,80.4,81,169
Montana,Bozeman,1 replication,KS84W063-9-39-3-MB,26,4654,80.4,89,174
Montana,Bozeman,1 replication,NE90476,27,5696,77.7,81,167
Montana,Bozeman,1 replication,NE92458,28,5198,79.5,89,167
Montana,Bozeman,1 replication,NE92646,29,4761,77.9,81,167
Montana,Bozeman,1 replication,NE93405,30,4472,80.9,91,168
Montana,Bozeman,1 replication,NE93427,31,5219,80,81,168
Montana,Bozeman,1 replication,WX92-0408,32,5965,77.8,76,167
Montana,Bozeman,1 replication,W93-460,33,5306,80.4,84,174
Montana,Bozeman,1 replication,T702,34,5588,80.2,74,167
Montana,Bozeman,1 replication,T834,35,5064,78.2,84,167
Montana,Bozeman,1 replication,T812,36,5373,77.8,76,166
Montana,Bozeman,1 replication,T861,37,5225,78.3,81,166
Montana,Bozeman,1 replication,T89,38,5017,77.9,76,166
Montana,Bozeman,1 replication,G1878,39,5030,82.2,81,167
