state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm)
Nebraska,Clay Center,3 replications,CI1442,1,1735,80.9,119
Nebraska,Clay Center,3 replications,CI13996,2,1560,79.2,113
Nebraska,Clay Center,3 replications,PI495594,3,1681,76.2,94
Nebraska,Clay Center,3 replications,HBZ374C,4,2219,78.7,91
Nebraska,Clay Center,3 replications,OK91P648,5,3282,77.1,92
Nebraska,Clay Center,3 replications,OK93P735,6,2340,76.5,87
Nebraska,Clay Center,3 replications,OK93P656,7,2753,77,92
Nebraska,Clay Center,3 replications,OK93P727,8,3095,80.9,92
Nebraska,Clay Center,3 replications,TX91D6913,9,2690,75.2,97
Nebraska,Clay Center,3 replications,TX91D6991,10,3228,78.4,94
Nebraska,Clay Center,3 replications,TX90V6313,11,2221,77.7,91
Nebraska,Clay Center,3 replications,TX92V4135,12,1995,78.7,93
Nebraska,Clay Center,3 replications,HBE0726-1,13,3105,78.2,95
Nebraska,Clay Center,3 replications,TX92V3108,14,2495,80.1,96
Nebraska,Clay Center,3 replications,HBI0531-A2,15,1993,78.6,91
Nebraska,Clay Center,3 replications,TX93V5919,16,1547,73.1,96
Nebraska,Clay Center,3 replications,TX93V5922,17,2154,77.7,90
Nebraska,Clay Center,3 replications,TX93V4927,18,2179,77.8,81
Nebraska,Clay Center,3 replications,TX92V2519,19,2403,77.5,92
Nebraska,Clay Center,3 replications,CO890323,20,2858,78.7,98
Nebraska,Clay Center,3 replications,CO900166,21,2836,80.2,97
Nebraska,Clay Center,3 replications,KS92PO263-137,22,2511,77.3,98
Nebraska,Clay Center,3 replications,KS93U206,23,2208,76.9,98
Nebraska,Clay Center,3 replications,KS91H153-2,24,2262,80.9,92
Nebraska,Clay Center,3 replications,N93L058,25,1939,74.8,86
Nebraska,Clay Center,3 replications,NE91651,26,3006,77,102
Nebraska,Clay Center,3 replications,NE90476,27,2551,77.4,100
Nebraska,Clay Center,3 replications,NE92458,28,1961,77.1,97
Nebraska,Clay Center,3 replications,NE92614,29,2358,79.2,102
Nebraska,Clay Center,3 replications,NE92646,30,1887,76.5,97
Nebraska,Clay Center,3 replications,XH1706,31,1661,74.6,101
Nebraska,Clay Center,3 replications,XH1752,32,2508,78.6,102
Nebraska,Clay Center,3 replications,XH1778,33,3125,78.9,91
Nebraska,Clay Center,3 replications,XH1798,34,2708,80.8,99
Nebraska,Clay Center,3 replications,W91-091,35,2632,79.1,83
Nebraska,Clay Center,3 replications,W91-287,36,1553,75.3,86
Nebraska,Clay Center,3 replications,AP 7501,37,2320,76.5,90
Nebraska,Clay Center,3 replications,WX92-0408,38,3235,79.3,94
Nebraska,Clay Center,3 replications,WI89-163W,39,2192,80.1,89
Nebraska,Clay Center,3 replications,WI90-540W,40,1004,71.9,83
Nebraska,Clay Center,3 replications,W88-2619W,41,2838,79.5,91
Nebraska,Clay Center,3 replications,T702,42,3163,78.6,93
Nebraska,Clay Center,3 replications,T834,43,2701,77.8,93
Nebraska,Clay Center,3 replications,T812,44,3082,78.3,90
Nebraska,Clay Center,3 replications,T861,45,3293,77.9,97
