state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm),days to heading from 1/1
Oklahoma,Lahoma,3 replications,CI1442,1,1342,63.5,108,.
Oklahoma,Lahoma,3 replications,CI13996,2,2585,72,97,125
Oklahoma,Lahoma,3 replications,PI495594,3,3918,72.1,72,113
Oklahoma,Lahoma,3 replications,OK88767-11,4,4643,76.1,72,115
Oklahoma,Lahoma,3 replications,OK88767-02,5,3813,74.9,67,115
Oklahoma,Lahoma,3 replications,OK90604,6,3813,74.9,67,115
Oklahoma,Lahoma,3 replications,OK90649,7,4302,76.2,75,115
Oklahoma,Lahoma,3 replications,OK91783,8,4244,70.2,75,114
Oklahoma,Lahoma,3 replications,HBZ374C,9,4779,75.7,77,115
Oklahoma,Lahoma,3 replications,TX90D9277,10,4271,74.4,78,115
Oklahoma,Lahoma,3 replications,TX89A7137,11,3933,72.5,70,115
Oklahoma,Lahoma,3 replications,TX91V4931,12,4743,80.1,77,115
Oklahoma,Lahoma,3 replications,TX90V8410,13,3583,75.3,75,116
Oklahoma,Lahoma,3 replications,TX90V7911,14,4320,74.8,80,117
Oklahoma,Lahoma,3 replications,TX91V3308,15,3526,72.6,75,117
Oklahoma,Lahoma,3 replications,TX89A7141,16,4328,72.8,72,113
Oklahoma,Lahoma,3 replications,TX90V6313,17,4103,73.7,67,114
Oklahoma,Lahoma,3 replications,TX92V4135,18,4284,74.9,67,112
Oklahoma,Lahoma,3 replications,HBE0726-1,19,5408,73.1,73,117
Oklahoma,Lahoma,3 replications,CO880169,20,4148,72.2,80,116
Oklahoma,Lahoma,3 replications,CO880210,21,3742,74.9,73,117
Oklahoma,Lahoma,3 replications,CO910927,22,3371,68.5,68,114
Oklahoma,Lahoma,3 replications,KS92PO59E,23,4661,71.7,73,117
Oklahoma,Lahoma,3 replications,KS92PO263-137,24,5029,73.4,78,116
Oklahoma,Lahoma,3 replications,KS92PO363-134,25,3695,72.6,75,115
Oklahoma,Lahoma,3 replications,KS92PO425-155,26,4673,70.7,68,118
Oklahoma,Lahoma,3 replications,KS84063-9-39-3,27,4975,73.5,75,114
Oklahoma,Lahoma,3 replications,KS93U206,28,5303,76.1,72,113
Oklahoma,Lahoma,3 replications,N87V106,29,3345,70.3,72,115
Oklahoma,Lahoma,3 replications,NE90479,30,3887,75.9,85,119
Oklahoma,Lahoma,3 replications,NE90524,31,4558,74.8,85,120
Oklahoma,Lahoma,3 replications,NE91608,32,3460,75.2,83,120
Oklahoma,Lahoma,3 replications,NE91635,33,2657,69.9,80,115
Oklahoma,Lahoma,3 replications,NE91651,34,4895,74.7,72,115
Oklahoma,Lahoma,3 replications,XH1520,35,5107,74,80,115
Oklahoma,Lahoma,3 replications,XH1529,36,4229,75.5,70,111
Oklahoma,Lahoma,3 replications,XH1689,37,4324,75.9,82,116
Oklahoma,Lahoma,3 replications,XH1693,38,5306,76.9,73,114
Oklahoma,Lahoma,3 replications,XH1706,39,5865,76,77,115
Oklahoma,Lahoma,3 replications,WI89-273-13,40,4581,76.1,67,117
Oklahoma,Lahoma,3 replications,WI89-189-14,41,4955,77.4,65,111
Oklahoma,Lahoma,3 replications,T4731,42,3851,68.9,73,116
Oklahoma,Lahoma,3 replications,T4732,43,3964,69.5,73,115
Oklahoma,Lahoma,3 replications,T81,44,4809,74.2,70,114
Oklahoma,Lahoma,3 replications,T83,45,5083,74.8,72,114
