state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm),days to heading from 1/1
Kansas,Hays,3 replications,CI1442,1,1986,74.2,113,151
Kansas,Hays,3 replications,CI13996,2,3031,76.3,119,145
Kansas,Hays,3 replications,PI495594,3,4028,74.1,104,140
Kansas,Hays,3 replications,OK88767-11,4,4409,76.9,97,141
Kansas,Hays,3 replications,OK88767-02,5,3818,77,90,141
Kansas,Hays,3 replications,OK88767-15,6,3945,76.4,80,143
Kansas,Hays,3 replications,OK88767-24,7,3712,76.2,89,142
Kansas,Hays,3 replications,TX88A6480,8,3658,74.5,89,142
Kansas,Hays,3 replications,TX88A6533,9,4048,74.4,86,143
Kansas,Hays,3 replications,TX90D9277,10,3109,71.3,91,144
Kansas,Hays,3 replications,TX89A7137,11,3571,73.2,93,141
Kansas,Hays,3 replications,TX91V4931,12,3459,78,91,142
Kansas,Hays,3 replications,TX90V8410,13,3813,74,91,142
Kansas,Hays,3 replications,TX9OV7911,14,3450,73.2,89,144
Kansas,Hays,3 replications,TX91V5739,15,3701,74.5,97,139
Kansas,Hays,3 replications,TX91V3308,16,2091,72.6,95,143
Kansas,Hays,3 replications,TX89A7141,17,4073,74.2,96,141
Kansas,Hays,3 replications,C0880054,18,3040,71.7,92,144
Kansas,Hays,3 replications,CO880169,19,3566,73.1,102,143
Kansas,Hays,3 replications,CO88021,20,3488,74,91,143
Kansas,Hays,3 replications,CO880240,21,3468,73.5,99,147
Kansas,Hays,3 replications,KS831374-142,22,3977,76.1,93,140
Kansas,Hays,3 replications,KS84063-9-7,23,2062,72.9,100,142
Kansas,Hays,3 replications,KS92PO59E,24,3674,69.7,91,144
Kansas,Hays,3 replications,KS92PO263-137,25,3717,72.6,93,143
Kansas,Hays,3 replications,KS92PO363-134,26,2887,73.6,97,143
Kansas,Hays,3 replications,KS92PO425-155,27,3901,72.6,85,144
Kansas,Hays,3 replications,KS89H48-1,28,4158,75.7,101,142
Kansas,Hays,3 replications,N87V106,29,1892,74.9,102,140
Kansas,Hays,3 replications,NE88584,30,2040,74.8,108,142
Kansas,Hays,3 replications,NE90479,31,3811,75.9,98,142
Kansas,Hays,3 replications,NE90524,32,2024,75.2,108,142
Kansas,Hays,3 replications,NE90574,33,3199,70.6,102,143
Kansas,Hays,3 replications,XH1455,34,4145,76.5,101,143
Kansas,Hays,3 replications,XH1485,35,3856,75.9,102,142
Kansas,Hays,3 replications,XH1520,36,4338,76.5,97,140
Kansas,Hays,3 replications,XH1529,37,5030,77,93,139
Kansas,Hays,3 replications,XH1610,38,3020,72,95,143
Kansas,Hays,3 replications,W87-017-44,39,2589,75.6,93,142
Kansas,Hays,3 replications,WI89-055,40,3537,76.7,88,141
Kansas,Hays,3 replications,T13,41,3741,72,97,143
Kansas,Hays,3 replications,T4731,42,2401,67.4,95,143
Kansas,Hays,3 replications,T70,43,3589,74.6,91,143
Kansas,Hays,3 replications,T64,44,3598,74.9,98,142
Kansas,Hays,3 replications,TH905,45,3360,72.8,101,141
