state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm),days to heading from 1/1
Kansas,Garden City,3 replications,CI1442,1,1069,71.1,88,149
Kansas,Garden City,3 replications,CI13996,2,1650,71.5,75,140
Kansas,Garden City,3 replications,PI495594,3,1724,70.5,67,138
Kansas,Garden City,3 replications,HBZ374C,4,2047,69.8,67,145
Kansas,Garden City,3 replications,OK91P648,5,2300,68.2,64,140
Kansas,Garden City,3 replications,OK93P735,6,2000,68.5,65,142
Kansas,Garden City,3 replications,OK93P656,7,1973,69.8,66,138
Kansas,Garden City,3 replications,OK93P727,8,2266,70.2,69,140
Kansas,Garden City,3 replications,TX91D6913,9,2585,68.7,75,142
Kansas,Garden City,3 replications,TX91D6991,10,2627,69.3,69,139
Kansas,Garden City,3 replications,TX90V6313,11,2105,68.4,68,143
Kansas,Garden City,3 replications,TX92V4135,12,2143,70.6,69,137
Kansas,Garden City,3 replications,HBE0726-1,13,2459,69.8,71,141
Kansas,Garden City,3 replications,TX92V3108,14,2414,75.1,74,138
Kansas,Garden City,3 replications,HBI0531-A2,15,2443,65.9,68,138
Kansas,Garden City,3 replications,TX93V5919,16,1968,65.7,70,142
Kansas,Garden City,3 replications,TX93V5922,17,1636,69.1,67,140
Kansas,Garden City,3 replications,TX93V4927,18,2002,68.2,66,136
Kansas,Garden City,3 replications,TX92V2519,19,2026,69.1,66,139
Kansas,Garden City,3 replications,CO890323,20,2448,71.8,76,139
Kansas,Garden City,3 replications,CO900166,21,2221,70.6,74,139
Kansas,Garden City,3 replications,KS92PO263-137,22,2260,72.5,75,140
Kansas,Garden City,3 replications,KS93U206,23,1558,69.6,65,138
Kansas,Garden City,3 replications,KS91H153-2,24,2230,74.3,68,139
Kansas,Garden City,3 replications,N93L058,25,2080,67.3,64,139
Kansas,Garden City,3 replications,NE91651,26,2338,68.5,72,138
Kansas,Garden City,3 replications,NE90476,27,2172,71.8,72,140
Kansas,Garden City,3 replications,NE92458,28,2179,70.9,75,139
Kansas,Garden City,3 replications,NE92614,29,2028,71.8,76,142
Kansas,Garden City,3 replications,NE92646,30,2598,71.6,77,142
Kansas,Garden City,3 replications,XH1706,31,2562,71.3,73,137
Kansas,Garden City,3 replications,XH1752,32,2652,71.7,78,138
Kansas,Garden City,3 replications,XH1778,33,2473,71,69,137
Kansas,Garden City,3 replications,XH1798,34,2585,72.4,69,136
Kansas,Garden City,3 replications,W91-091,35,2307,71.9,65,137
Kansas,Garden City,3 replications,W91-287,36,1775,70.4,66,138
Kansas,Garden City,3 replications,AP 7501,37,2737,72.1,72,141
Kansas,Garden City,3 replications,WX92-0408,38,2930,72.8,72,138
Kansas,Garden City,3 replications,WI89-163W,39,2028,71.8,76,142
Kansas,Garden City,3 replications,WI90-540W,40,1636,68.5,60,138
Kansas,Garden City,3 replications,W88-2619W,41,1966,72.3,66,142
Kansas,Garden City,3 replications,T702,42,2076,67.4,65,140
Kansas,Garden City,3 replications,T834,43,2358,70.5,74,140
Kansas,Garden City,3 replications,T812,44,1840,71,65,137
Kansas,Garden City,3 replications,T861,45,1430,70.2,69,137
