state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm),days to heading from 1/1
Kansas,Hutchinson,3 replications,CI1442,1,3118,74.8,95,139
Kansas,Hutchinson,3 replications,CI13996,2,3450,79.1,85,135
Kansas,Hutchinson,3 replications,PI495594,3,3769,79.1,68,128
Kansas,Hutchinson,3 replications,KS93U206,4,3600,79.7,73,128
Kansas,Hutchinson,3 replications,OK91P648,5,3139,74,58,130
Kansas,Hutchinson,3 replications,OK93P735,6,3340,78.8,60,132
Kansas,Hutchinson,3 replications,OK93P634,7,2887,74.8,60,132
Kansas,Hutchinson,3 replications,OK92403,8,2896,60.2,53,129
Kansas,Hutchinson,3 replications,TX91D6913,9,3336,74.7,63,134
Kansas,Hutchinson,3 replications,TX91D6991,10,3393,74.2,63,129
Kansas,Hutchinson,3 replications,TX92V3108,11,4037,82.7,73,129
Kansas,Hutchinson,3 replications,HBI0531-A2,12,3593,67.4,62,133
Kansas,Hutchinson,3 replications,TX93V5919,13,2794,74.7,62,134
Kansas,Hutchinson,3 replications,TX93V5922,14,2004,77.7,60,134
Kansas,Hutchinson,3 replications,TX93V4927,15,3091,76.5,58,136
Kansas,Hutchinson,3 replications,TX92V2519,16,3116,77.7,57,137
Kansas,Hutchinson,3 replications,TXGH12588-105,17,3477,76.1,70,129
Kansas,Hutchinson,3 replications,CO910424,18,3895,80,75,133
Kansas,Hutchinson,3 replications,CO910748,19,3477,80.2,68,137
Kansas,Hutchinson,3 replications,KS91H153-2,20,3457,84.3,70,134
Kansas,Hutchinson,3 replications,KS941064-3,21,3851,78.6,67,133
Kansas,Hutchinson,3 replications,KS941064-6,22,3566,79.2,65,134
Kansas,Hutchinson,3 replications,KS940935-7-2-1,23,3459,80,65,132
Kansas,Hutchinson,3 replications,KS940935-125-5-2,24,3861,78.9,67,131
Kansas,Hutchinson,3 replications,KS85W663-11-6-MB,25,3599,78.4,67,135
Kansas,Hutchinson,3 replications,KS84W063-9-39-3-MB,26,4152,79.3,77,134
Kansas,Hutchinson,3 replications,NE90476,27,4314,77.9,73,132
Kansas,Hutchinson,3 replications,NE92458,28,3935,80.5,75,130
Kansas,Hutchinson,3 replications,NE92646,29,4021,79.3,70,135
Kansas,Hutchinson,3 replications,NE93405,30,3694,80.1,78,130
Kansas,Hutchinson,3 replications,NE93427,31,3891,79.7,68,130
Kansas,Hutchinson,3 replications,WX92-0408,32,3921,78.5,65,131
Kansas,Hutchinson,3 replications,W93-460,33,3556,76,63,135
Kansas,Hutchinson,3 replications,T702,34,3802,78.8,62,132
Kansas,Hutchinson,3 replications,T834,35,4149,79.1,75,132
Kansas,Hutchinson,3 replications,T812,36,3787,79,65,129
Kansas,Hutchinson,3 replications,T861,37,3694,72,73,129
Kansas,Hutchinson,3 replications,T89,38,3227,79.3,67,127
Kansas,Hutchinson,3 replications,G1878,39,3364,80.8,68,130
