state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm),days to heading from 1/1
Oklahoma,Lahoma,3 replications,CI1442,1,458,69.5,87,.
Oklahoma,Lahoma,3 replications,CI13996,2,1015,70.8,90,.
Oklahoma,Lahoma,3 replications,PI495594,3,1148,64.7,73,121
Oklahoma,Lahoma,3 replications,HBZ374C,4,2582,68.9,77,122
Oklahoma,Lahoma,3 replications,OK91P648,5,3493,67.5,75,121
Oklahoma,Lahoma,3 replications,OK93P735,6,2660,74.4,73,123
Oklahoma,Lahoma,3 replications,OK93P656,7,2720,71.8,78,121
Oklahoma,Lahoma,3 replications,OK93P727,8,2545,72.5,75,121
Oklahoma,Lahoma,3 replications,TX91D6913,9,2722,64,77,129
Oklahoma,Lahoma,3 replications,TX91D6991,10,2374,63.4,70,122
Oklahoma,Lahoma,3 replications,TX90V6313,11,2338,68.1,78,119
Oklahoma,Lahoma,3 replications,TX92V4135,12,2466,69.3,80,119
Oklahoma,Lahoma,3 replications,HBE0726-1,13,2916,68,75,128
Oklahoma,Lahoma,3 replications,TX92V3108,14,2119,74.4,82,124
Oklahoma,Lahoma,3 replications,HBI0531-A2,15,2580,67.1,78,127
Oklahoma,Lahoma,3 replications,TX93V5919,16,2067,64.8,78,124
Oklahoma,Lahoma,3 replications,TX93V5922,17,2481,69.6,77,121
Oklahoma,Lahoma,3 replications,TX93V4927,18,2355,70.1,75,130
Oklahoma,Lahoma,3 replications,TX92V2519,19,2078,67.4,73,.
Oklahoma,Lahoma,3 replications,CO890323,20,1642,72.7,85,123
Oklahoma,Lahoma,3 replications,CO900166,21,1347,68.4,78,124
Oklahoma,Lahoma,3 replications,KS92PO263-137,22,2281,70,77,127
Oklahoma,Lahoma,3 replications,KS93U206,23,2562,70.9,77,121
Oklahoma,Lahoma,3 replications,KS91H153-2,24,2052,72.9,75,.
Oklahoma,Lahoma,3 replications,N93L058,25,2115,63.6,75,.
Oklahoma,Lahoma,3 replications,NE91651,26,2334,67.5,78,122
Oklahoma,Lahoma,3 replications,NE90476,27,2043,67.8,80,.
Oklahoma,Lahoma,3 replications,NE92458,28,2386,71,80,124
Oklahoma,Lahoma,3 replications,NE92614,29,1847,71.1,80,.
Oklahoma,Lahoma,3 replications,NE92646,30,1513,62.7,78,.
Oklahoma,Lahoma,3 replications,XH1706,31,2189,65,80,122
Oklahoma,Lahoma,3 replications,XH1752,32,2599,70.5,82,128
Oklahoma,Lahoma,3 replications,XH1778,33,2472,65.7,77,122
Oklahoma,Lahoma,3 replications,XH1798,34,2780,70.7,80,121
Oklahoma,Lahoma,3 replications,W91-091,35,2640,68.4,73,121
Oklahoma,Lahoma,3 replications,W91-287,36,2656,69.7,75,121
Oklahoma,Lahoma,3 replications,AP 7501,37,2547,68.8,73,127
Oklahoma,Lahoma,3 replications,WX92-0408,38,3036,71,72,124
Oklahoma,Lahoma,3 replications,WI89-163W,39,1871,66.8,72,129
Oklahoma,Lahoma,3 replications,WI90-540W,40,2125,65.4,73,120
Oklahoma,Lahoma,3 replications,W88-2619W,41,1661,65,70,121
Oklahoma,Lahoma,3 replications,T702,42,1659,63.7,73,125
Oklahoma,Lahoma,3 replications,T834,43,1398,65.6,78,130
Oklahoma,Lahoma,3 replications,T812,44,2143,66.6,78,121
Oklahoma,Lahoma,3 replications,T861,45,2278,67.7,75,120
