state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm),days to heading from 1/1
New Mexico,Clovis (Irr.),3 replications,CI1442,1,1179,73.7,74,117
New Mexico,Clovis (Irr.),3 replications,CI13996,2,1175,73.4,56,119
New Mexico,Clovis (Irr.),3 replications,PI495594,3,881,73.9,52,112
New Mexico,Clovis (Irr.),3 replications,HBZ374C,4,1532,73,64,120
New Mexico,Clovis (Irr.),3 replications,OK91P648,5,1535,71.6,49,115
New Mexico,Clovis (Irr.),3 replications,OK93P735,6,1352,73.7,58,119
New Mexico,Clovis (Irr.),3 replications,OK93P656,7,1658,74,62,118
New Mexico,Clovis (Irr.),3 replications,OK93P727,8,1413,73.6,62,117
New Mexico,Clovis (Irr.),3 replications,TX91D6913,9,2630,72.4,64,121
New Mexico,Clovis (Irr.),3 replications,TX91D6991,10,1554,72.5,60,115
New Mexico,Clovis (Irr.),3 replications,TX90V6313,11,1302,73.9,48,115
New Mexico,Clovis (Irr.),3 replications,TX92V4135,12,2014,73.8,61,117
New Mexico,Clovis (Irr.),3 replications,HBE0726-1,13,2309,72.7,67,118
New Mexico,Clovis (Irr.),3 replications,TX92V3108,14,973,73.7,58,117
New Mexico,Clovis (Irr.),3 replications,HBI0531-A2,15,2228,72.7,59,111
New Mexico,Clovis (Irr.),3 replications,TX93V5919,16,2359,73,64,116
New Mexico,Clovis (Irr.),3 replications,TX93V5922,17,1941,74.3,69,113
New Mexico,Clovis (Irr.),3 replications,TX93V4927,18,2408,73.4,56,121
New Mexico,Clovis (Irr.),3 replications,TX92V2519,19,1428,72.6,53,114
New Mexico,Clovis (Irr.),3 replications,CO890323,20,1386,73.7,64,117
New Mexico,Clovis (Irr.),3 replications,CO900166,21,1286,74.5,61,117
New Mexico,Clovis (Irr.),3 replications,KS92PO263-137,22,2129,71.1,69,120
New Mexico,Clovis (Irr.),3 replications,KS93U206,23,773,73.5,58,114
New Mexico,Clovis (Irr.),3 replications,KS91H153-2,24,1738,74.2,58,114
New Mexico,Clovis (Irr.),3 replications,N93L058,25,838,71.7,54,115
New Mexico,Clovis (Irr.),3 replications,NE91651,26,1229,69.8,63,112
New Mexico,Clovis (Irr.),3 replications,NE90476,27,1451,73.1,60,114
New Mexico,Clovis (Irr.),3 replications,NE92458,28,1313,73.3,65,116
New Mexico,Clovis (Irr.),3 replications,NE92614,29,1145,73.7,64,120
New Mexico,Clovis (Irr.),3 replications,NE92646,30,1371,72.2,63,118
New Mexico,Clovis (Irr.),3 replications,XH1706,31,1260,72.9,58,116
New Mexico,Clovis (Irr.),3 replications,XH1752,32,1941,73.1,67,112
New Mexico,Clovis (Irr.),3 replications,XH1778,33,1401,73.4,53,112
New Mexico,Clovis (Irr.),3 replications,XH1798,34,1731,72.9,61,114
New Mexico,Clovis (Irr.),3 replications,W91-091,35,934,70.4,58,116
New Mexico,Clovis (Irr.),3 replications,W91-287,36,2006,74.2,65,112
New Mexico,Clovis (Irr.),3 replications,AP 7501,37,1474,71.6,63,114
New Mexico,Clovis (Irr.),3 replications,WX92-0408,38,1375,72.3,58,115
New Mexico,Clovis (Irr.),3 replications,WI89-163W,39,1792,74.8,60,120
New Mexico,Clovis (Irr.),3 replications,WI90-540W,40,1455,73,50,120
New Mexico,Clovis (Irr.),3 replications,W88-2619W,41,969,71.4,58,117
New Mexico,Clovis (Irr.),3 replications,T702,42,1654,72.3,63,115
New Mexico,Clovis (Irr.),3 replications,T834,43,877,71.1,62,119
New Mexico,Clovis (Irr.),3 replications,T812,44,995,69.7,49,116
New Mexico,Clovis (Irr.),3 replications,T861,45,789,72,55,117
