state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm),days to heading from 1/1
Oklahoma,Goodwell (Irr.),3 replications,CI1442,1,3508,78.3,90,128
Oklahoma,Goodwell (Irr.),3 replications,CI13996,2,4817,79.5,89,125
Oklahoma,Goodwell (Irr.),3 replications,PI495594,3,5903,77.5,7,126
Oklahoma,Goodwell (Irr.),3 replications,KS93U206,4,5819,77.8,77,124
Oklahoma,Goodwell (Irr.),3 replications,OK91P648,5,6378,76.9,69,125
Oklahoma,Goodwell (Irr.),3 replications,OK93P735,6,6300,80.6,72,125
Oklahoma,Goodwell (Irr.),3 replications,OK93P634,7,5667,80.1,72,125
Oklahoma,Goodwell (Irr.),3 replications,OK92403,8,5941,80.4,70,124
Oklahoma,Goodwell (Irr.),3 replications,TX91D6913,9,6026,76.2,78,125
Oklahoma,Goodwell (Irr.),3 replications,TX91D6991,10,6521,77.7,73,126
Oklahoma,Goodwell (Irr.),3 replications,TX92V3108,11,5891,78.2,79,124
Oklahoma,Goodwell (Irr.),3 replications,HBI0531-A2,12,6552,77.4,75,124
Oklahoma,Goodwell (Irr.),3 replications,TX93V5919,13,7168,81.5,79,125
Oklahoma,Goodwell (Irr.),3 replications,TX93V5922,14,5810,81.3,77,124
Oklahoma,Goodwell (Irr.),3 replications,TX93V4927,15,5650,81.5,79,125
Oklahoma,Goodwell (Irr.),3 replications,TX92V2519,16,6324,80.9,17,126
Oklahoma,Goodwell (Irr.),3 replications,TXGH12588-105,17,5853,77.8,76,124
Oklahoma,Goodwell (Irr.),3 replications,CO910424,18,6651,80.6,78,125
Oklahoma,Goodwell (Irr.),3 replications,CO910748,19,6432,81.9,77,127
Oklahoma,Goodwell (Irr.),3 replications,KS91H153-2,20,5683,79.3,79,126
Oklahoma,Goodwell (Irr.),3 replications,KS941064-3,21,5203,76.8,75,126
Oklahoma,Goodwell (Irr.),3 replications,KS941064-6,22,5737,77.4,74,126
Oklahoma,Goodwell (Irr.),3 replications,KS940935-7-2-1,23,5358,80.1,74,126
Oklahoma,Goodwell (Irr.),3 replications,KS940935-125-5-2,24,6136,77.7,78,125
Oklahoma,Goodwell (Irr.),3 replications,KS85W663-11-6-MB,25,5326,78.8,73,125
Oklahoma,Goodwell (Irr.),3 replications,KS84W063-9-39-3-MB,26,5679,79.2,80,126
Oklahoma,Goodwell (Irr.),3 replications,NE90476,27,5906,78.2,78,126
Oklahoma,Goodwell (Irr.),3 replications,NE92458,28,5910,79.7,78,126
Oklahoma,Goodwell (Irr.),3 replications,NE92646,29,5998,80.1,75,126
Oklahoma,Goodwell (Irr.),3 replications,NE93405,30,5412,80.1,83,125
Oklahoma,Goodwell (Irr.),3 replications,NE93427,31,5647,81.5,79,125
Oklahoma,Goodwell (Irr.),3 replications,WX92-0408,32,5789,80.4,75,127
Oklahoma,Goodwell (Irr.),3 replications,W93-460,33,5895,79.9,77,126
Oklahoma,Goodwell (Irr.),3 replications,T702,34,6021,78.8,72,126
Oklahoma,Goodwell (Irr.),3 replications,T834,35,5657,70.1,81,126
Oklahoma,Goodwell (Irr.),3 replications,T812,36,6062,78.6,74,124
Oklahoma,Goodwell (Irr.),3 replications,T861,37,5062,77.7,78,124
Oklahoma,Goodwell (Irr.),3 replications,T89,38,5656,77.4,76,124
Oklahoma,Goodwell (Irr.),3 replications,G1878,39,5610,81.5,79,126
